timestamp,image_filename,magnetic_field_x,magnetic_field_y,magnetic_field_z,gps_latitude,gps_longitude,gps_altitude,heading_degrees,offset_degrees
1730401073511397361,/home/john/Documents/webcam_images/1730401073511397361.png,-0.052553061,0.17102524638175964,0.6007818579673767,41.391240250310574,-73.9528506,-30.10939779,252.9187242,217.9187242
1730401073576230764,/home/john/Documents/webcam_images/1730401073576230764.png,-0.056828015,0.16886666417121887,0.6010449528694153,41.39123989091691,-73.9528505,-30.10170072,251.4005781,216.4005781
1730401073644589662,/home/john/Documents/webcam_images/1730401073644589662.png,-0.056846686,0.16773582994937897,0.6022668480873108,41.39123965082044,-73.95285034,-30.08754333,251.2781699,216.2781699
1730401073706848144,/home/john/Documents/webcam_images/1730401073706848144.png,-0.055870514,0.16321013867855072,0.6021427512168884,41.39123923386707,-73.95285021,-30.0829056,251.102767,216.102767
1730401073778735160,/home/john/Documents/webcam_images/1730401073778735160.png,-0.046513345,0.15282385051250458,0.6112441420555115,41.39123878114581,-73.95285009,-30.08094923,253.0718904,218.0718904
1730401073859772205,/home/john/Documents/webcam_images/1730401073859772205.png,-0.042275682,0.15272119641304016,0.6134257912635803,41.39123827771268,-73.9528498,-30.06807511,254.5270561,219.5270561
1730401073938616514,/home/john/Documents/webcam_images/1730401073938616514.png,-0.04539752,0.15619167685508728,0.608748198,41.391237861539494,-73.95284948,-30.07037081,253.7933554,218.7933554
1730401074000836133,/home/john/Documents/webcam_images/1730401074000836133.png,-0.051597603,0.16537803411483765,0.6006511449813843,41.39123711487927,-73.95284927,-30.08677909,252.6721868,217.6721868
1730401074068746805,/home/john/Documents/webcam_images/1730401074068746805.png,-0.05031731,0.1777518093585968,0.598260224,41.39123685663902,-73.95284903,-30.08920989,254.1944439,219.1944439
1730401074134422540,/home/john/Documents/webcam_images/1730401074134422540.png,-0.042766407,0.18547777831554413,0.5966160893440247,41.39123641917254,-73.95284874,-30.09171031,257.0159882,222.0159882
1730401074196147441,/home/john/Documents/webcam_images/1730401074196147441.png,-0.034297239,0.18528808653354645,0.5972738862037659,41.39123612710903,-73.95284859,-30.09275254,259.5131181,224.5131181
