timestamp,image_filename,magnetic_field_x,magnetic_field_y,magnetic_field_z,gps_latitude,gps_longitude,gps_altitude,heading_degrees,offset_degrees
1730402933172383069,/home/john/Documents/webcam_images/1730402933172383069.png,-0.17630142,0.091173552,0.5938839316368103,41.39128767569801,-73.95299079,-31.82815233,207.3455586,310.3455586
1730402933246435642,/home/john/Documents/webcam_images/1730402933246435642.png,-0.178443983,0.090083346,0.5952521562576294,41.39128789688825,-73.95299068,-31.86202402,206.7858784,309.7858784
1730402933319043397,/home/john/Documents/webcam_images/1730402933319043397.png,-0.178504959,0.086692035,0.5952079892158508,41.39128795352161,-73.95299064,-31.86735219,205.9038139,308.9038139
1730402933390297412,/home/john/Documents/webcam_images/1730402933390297412.png,-0.178444684,0.090086535,0.5940088033676147,41.39128798572268,-73.95299062,-31.87167327,206.7866039,309.7866039
1730402933455304861,/home/john/Documents/webcam_images/1730402933455304861.png,-0.178482652,0.08781939,0.5952156186103821,41.39128817209443,-73.95299069,-31.89560054,206.1987175,309.1987175
1730402933521813154,/home/john/Documents/webcam_images/1730402933521813154.png,-0.178505316,0.086695045,0.5939634442329407,41.39128822384827,-73.95299069,-31.90239628,205.9045506,308.9045506
1730402933594108581,/home/john/Documents/webcam_images/1730402933594108581.png,-0.174193829,0.089991629,0.5937101244926453,41.39128828142463,-73.95299068,-31.90872783,207.3216804,310.3216804
1730402933672569513,/home/john/Documents/webcam_images/1730402933672569513.png,-0.177356869,0.091183051,0.5951768159866333,41.39128835738066,-73.95299071,-31.93101165,207.2086887,310.2086887
1730402933751352548,/home/john/Documents/webcam_images/1730402933751352548.png,-0.180582315,0.088986173,0.5966044068336487,41.39128842,-73.9529907,-31.93742091,206.2328548,309.2328548
1730402933820745706,/home/john/Documents/webcam_images/1730402933820745706.png,-0.176308975,0.090011999,0.5988034009933472,41.39128842375439,-73.95299074,-31.94682567,207.0459273,310.0459273
1730402933896273612,/home/john/Documents/webcam_images/1730402933896273612.png,-0.177356184,0.091181703,0.5951734781265259,41.391288477892154,-73.95299072,-31.95425892,207.2084341,310.2084341
1730402933976743936,/home/john/Documents/webcam_images/1730402933976743936.png,-0.178499833,0.086684197,0.5951889753341675,41.391288523150294,-73.95299068,-31.96252968,205.9024247,308.9024247
1730402934056887626,/home/john/Documents/webcam_images/1730402934056887626.png,-0.175368935,0.083206937,0.5986436605453491,41.391288378722884,-73.95299069,-31.96794316,205.38284,308.38284
1730402934165243148,/home/john/Documents/webcam_images/1730402934165243148.png,-0.177594706,0.077601865,0.5987151861190796,41.39128836385975,-73.95299048,-31.98035233,203.6034257,306.6034257
1730402934250431776,/home/john/Documents/webcam_images/1730402934250431776.png,-0.171280533,0.074062832,0.6007175445556641,41.391288416869706,-73.9529901,-31.98394807,203.3839738,306.3839738
1730402934332363367,/home/john/Documents/webcam_images/1730402934332363367.png,-0.171383753,0.068413608,0.6006496548652649,41.39128835840967,-73.9529898,-31.99181172,201.7610807,304.7610807
1730402934396028518,/home/john/Documents/webcam_images/1730402934396028518.png,-0.169215664,0.070620485,0.6017672419548035,41.39128827648613,-73.95298941,-32.00057053,202.6527348,305.6527348
1730402934469014644,/home/john/Documents/webcam_images/1730402934469014644.png,-0.168114573,0.072863176,0.6004845499992371,41.39128828431548,-73.9529894,-32.01062248,203.4325744,306.4325744
1730402934528744459,/home/john/Documents/webcam_images/1730402934528744459.png,-0.165884003,0.078458481,0.601639986,41.39128817586051,-73.95298892,-32.01971624,205.3128359,308.3128359
1730402934598164796,/home/john/Documents/webcam_images/1730402934598164796.png,-0.163675398,0.082925521,0.6027869582176208,41.39128807,-73.95298838,-32.02803381,206.8688807,309.8688807
1730402934669325351,/home/john/Documents/webcam_images/1730402934669325351.png,-0.160342246,0.090758055,0.6038991212844849,41.39128730663692,-73.95298741,-32.05217407,209.5110367,312.5110367
1730402934740966796,/home/john/Documents/webcam_images/1730402934740966796.png,-0.156154796,0.087271027,0.6048092246055603,41.39128720045759,-73.95298704,-32.05747249,209.1997376,312.1997376
1730402934799480676,/home/john/Documents/webcam_images/1730402934799480676.png,-0.153973803,0.090630941,0.60098666,41.39128707622709,-73.9529865,-32.06600753,210.4816087,313.4816087
1730402934877469301,/home/john/Documents/webcam_images/1730402934877469301.png,-0.156116292,0.089540347,0.6023542284965515,41.39128674550805,-73.9529856,-32.07880277,209.8363848,312.8363848
1730402934948283672,/home/john/Documents/webcam_images/1730402934948283672.png,-0.155045301,0.089491256,0.6072282791137695,41.39128662458242,-73.952985,-32.09159111,209.993295,312.993295
1730402935019038438,/home/john/Documents/webcam_images/1730402935019038438.png,-0.154053017,0.086102448,0.6021631956100464,41.39128662774155,-73.95298454,-32.10245658,209.201453,312.201453
1730402935087751626,/home/john/Documents/webcam_images/1730402935087751626.png,-0.156107828,0.089517862,0.606055737,41.39128660055083,-73.95298413,-32.10909872,209.8315152,312.8315152
1730402935152395725,/home/john/Documents/webcam_images/1730402935152395725.png,-0.160321981,0.091892302,0.6014185547828674,41.39128656697123,-73.95298351,-32.11591773,209.8201896,312.8201896
1730402935221150398,/home/john/Documents/webcam_images/1730402935221150398.png,-0.16034393,0.090767421,0.6001645922660828,41.391286666727204,-73.95298283,-32.13726466,209.5133132,312.5133132
1730402935289647102,/home/john/Documents/webcam_images/1730402935289647102.png,-0.155021489,0.090615883,0.6072278618812561,41.39128660811569,-73.95298239,-32.13930403,210.3078901,313.3078901
1730402935357525110,/home/john/Documents/webcam_images/1730402935357525110.png,-0.149709627,0.09049461,0.6081028580665588,41.39128649226259,-73.95298172,-32.14390003,211.1515998,314.1515998
1730402935423270702,/home/john/Documents/webcam_images/1730402935423270702.png,-0.14552246,0.087008409,0.6090143322944641,41.39128615200876,-73.95298106,-32.12842487,210.8753569,313.8753569
1730402935496099233,/home/john/Documents/webcam_images/1730402935496099233.png,-0.145526126,0.087019861,0.6065372824668884,41.39128599081838,-73.95298027,-32.14071628,210.8780425,313.8780425
1730402935568725824,/home/john/Documents/webcam_images/1730402935568725824.png,-0.147605762,0.08931753,0.6079422235488892,41.39128587053847,-73.95297975,-32.14976962,211.1784971,314.1784971
1730402935636543035,/home/john/Documents/webcam_images/1730402935636543035.png,-0.144297406,0.096031219,0.6065638661384583,41.39128548793274,-73.95297875,-32.18104588,213.6441216,316.6441216
1730402935701331853,/home/john/Documents/webcam_images/1730402935701331853.png,-0.135596886,0.10714907944202423,0.6048785448074341,41.39128531,-73.95297796,-32.19053239,218.3158998,321.3158998
1730402935770288467,/home/john/Documents/webcam_images/1730402935770288467.png,-0.139765143,0.11177020519971848,0.6027418375015259,41.39128516,-73.95297715,-32.19730075,218.6493308,321.6493308
1730402935846719264,/home/john/Documents/webcam_images/1730402935846719264.png,-0.142930001,0.11296769976615906,0.6029693484306335,41.391284728335435,-73.95297616,-32.2192255,218.3218146,321.3218146
1730402935935582876,/home/john/Documents/webcam_images/1730402935935582876.png,-0.143030718,0.10731302946805954,0.6041380763053894,41.391284530745146,-73.95297505,-32.23327319,216.8801489,319.8801489
1730402936036952495,/home/john/Documents/webcam_images/1730402936036952495.png,-0.146344826,0.10061604529619217,0.6018012762069702,41.39128441290836,-73.95297502,-32.25421138,214.5095805,317.5095805
1730402936107553958,/home/john/Documents/webcam_images/1730402936107553958.png,-0.145333573,0.097172387,0.6078729629516602,41.39128431246199,-73.95297422,-32.26688917,213.7673302,316.7673302
1730402936170107364,/home/john/Documents/webcam_images/1730402936170107364.png,-0.150632367,0.098445952,0.6020566821098328,41.39128426,-73.95297368,-32.27354761,213.1666684,316.1666684
1730402936237120866,/home/john/Documents/webcam_images/1730402936237120866.png,-0.153839841,0.097389676,0.6010188460350037,41.39128408208984,-73.95297286,-32.27633843,212.3362183,315.3362183
1730402936305261373,/home/john/Documents/webcam_images/1730402936305261373.png,-0.151771381,0.093935736,0.6045453548431396,41.391283983352025,-73.95297203,-32.28051062,211.7545735,314.7545735
